raw_line,product_id,quantity
Gelb1    1  1,0,0
"Gelb1    1 1 Vokabelheft oder Karteikarten, A plus nouvelle édition Band 5  Carnet",1041,1
"Gelb1    1 1 Vokabelheft oder Karteikarten, Découvertes Transition  Cahier d'activités ISBN",1040,1
Geodreieck,1011,1
Geodreieck),1011,1
Geographie,0,0
Geographie   braun DIN A4 (kariert,1001,1
Gerne Schnellhefter/dünnen Ordner,0,0
Gerne alles vom letzten Jahr,0,0
Geschichte,0,0
Geschichte - Grau1   1  1,0,0
Gesellschaft   1  1,0,0
"Glas), abgerundete Schere, Klebestift, 1 Küchenpapierrolle, 1",0,0
Gmeinschaftskunde,0,0
Go-Ahead Vokabelheft DIN A5 2 Spalten,1035,1
Grau1 1     1,0,0
Grundschule Markt Schwaben   30.06.2025,0,0
Grün1    1  1 DIN A5 Vokabelheft oder Karteikarten; On Track 3 Workbook (Ausgabe,1040,1
Grün1    1  1 DIN A5 Vokabelheft oder Karteikarten; Workbook zu On Track 1 ISBN,1040,1
Grün1    1 1,0,0
Grün1    1 1 Zweisprachiges Wörterbuch + Empfehlung: Einsprachiges Wörterbuch,0,0
Gut erhaltene Dinge aus der 1. Klasse können selbstverständlich weiterhin verwendet werden.,0,0
Gut erhaltene Materialien aus der 2. Jahrgangsstufe können einfach in die 3. Klasse mit,0,0
"Gut erhaltene Sachen aus der dritten Klasse (Umschläge, Schnellhefter, Kunstmaterial",0,0
Gymnasium Trudering,0,0
HSU,0,0
Haargummi	bei	langen	Haaren,0,0
Haargummis (bei langen Haaren),0,0
"Haarpinsel in verschiedenen Stärken, 1 Zeichenbleistift B3 oder",0,0
Hallenschuhe,0,0
Hausaufgabenheft (nicht notwendig für gebundenen Ganztag),0,0
Hausschuhe,0,0
Heft DIN A4,1001,1
Hefte,0,0
Hefte 	müssen	Sie	 nicht 	besorgen.	Sie	werden	als	Sammelbestellung	von	der,0,0
Hefte DIN A4,1001,1
Hefte o.ä.,0,0
"Hefte, Blöcke, Mappen, Umschläge",0,0
Hefte.,0,0
Hefte/ Blöcke:,0,0
"Hefte: (Bitte keine Doppelhefte, außer in Religion und Ethik)",0,0
Hefter bitte vorher leeren.,0,0
Heimat- und Sachunterricht:,0,0
"Hellblau1    2  1 Vokabelheft oder Karteikarten + Kasten, fakultativ: Campus Training 2-",1046,1
Hellblau1 1    (1),0,0
Hellblau1 1    (1) Vokabelheft; weitere Nutzung des Schnellhefters,1034,1
Herzliche Grüße,0,0
Herzlichen Dank für Ihre Mitarbeit!,0,0
Herzog	Christian	Grundschule,0,0
Hinweis:,0,0
"Holzbuntstift Sortiment (12 Stück, dick und dreikant)",0,0
Holzmalstifte,0,0
Holzstifte,0,0
Homepage: www.mittelschule-schmidgaden.de,0,0
"ISBN 978-3-14-106313-4, für 10,50 €  transparenter Umschlag",0,0
"ISBN 978-3-425-01312-1, für 11,95 €  transparenter Umschlag",0,0
ISBN: 978-3-12-162105-7),0,0
ISBN: 978-3-96081-054-4,0,0
IT schwarz  ja,1054,1
"Ich bedanke mich für die vertrauensvolle Zusammenarbeit, wünsche Ihnen allen eine erholsame Zeit",0,0
"Ihnen eine Materialliste erstellt. Schnellhefter, sowie Umschläge für die Bücher brauchen",0,0
Ihr Team der Erstklasslehrerinnen im Schuljahr 2025/2026,0,0
Ihre Kerstin Lilienfein,0,0
Ihre LehrerInnen der dritten Klassen,0,0
Ihres	Kindes.	Auch	alle	Bücher	von	der	Schulbuchliste	müssen	außen	auf	dem	Deckblatt	mit,0,0
Ihres Kindes.,0,0
Im Federmäppchen,0,0
Im Laufe des Schuljahres werden die Kinder noch einen Füller und einen Badeanzug/eine,0,0
Im Malkarton,1013,1
Im Schlampermäppchen,0,0
"Im Schnellhefter kariertes Papier mit Rand ; Schere, Klebestift, Holzmalstifte;",0,0
"Im Schnellhefter kariertes Papier mit Rand; Schere, Klebestift, Holzmalstifte;",0,0
Im Schulranzen,0,0
Im Turnbeutel,0,0
In allen Fächern werden die folgenden Materialien benötigt:,0,0
In einem Kasten (z. B. Schuhkarton):,1059,1
Info Die Hefte oder Mappen können weitergeführt werden!,0,0
Informatik 1     1 USB Stick 8 GB (siehe oben),0,0
Informatik 1    1 USB-Stick mind. 8 GB (siehe oben),0,0
Informatik 1 Schnellhefter orange,0,0
Informatik WF,0,0
Informationen erhalten Sie hierzu auf dem 1. Elternabend im neuen Schuljahr.,0,0
Innenseite). Binden Sie die Hefte bereits mit den entsprechenden Umschlägen ein.,0,0
"Jandorf-Verlag, Best.Nr.: 1002, ISBN 978-3-939965-70-1     3,90€",0,0
"Jandorf-Verlag, Best.Nr.: 1006, ISBN 978-3-939965-74-9       5,60 €",0,0
Kabelloser Kopfhörer,0,0
Kariert Doppelrand (28),1045,1
Kariert mit Rand (26),1043,1
Kariert ohne Rand (22),1001,1
"Kaufen Sie bitte gute „Markenprodukte“, da Qualitätsunterschiede deutlich zu merken sind. Dies",0,0
Kind lediglich ein Mäppchen und einen Block.,0,0
Kindes Kindes in gut leserlichen,0,0
"Kindes in DRUCKBUCHSTABEN, Bücher und Hefte bitte immer vorne in der oberen rechten Ecke!",0,0
Kittel (z.B. altes Hemd),0,0
Klasse 1e,1001,1
"Klasse 2, Materialliste für das Schuljahr 2025/2026",0,0
Klassenarbeiten,1015,1
Klebestift	(bitte	keine	farbigen	Klebestifte),0,0
Klebestift; Geodreieck,1011,1
Knete,0,0
Kontrastlinien).,0,0
Kostenbeitrag	von	2€	wird	über	die	Klassenkasse	bezahlt).,0,0
Ku 1x Zeichenblock DIN A 3,1014,1
Kunst,0,0
"Kunst 1	Zeichenblock,	DIN	A3	(Blätter	beidseitig	befestigt)",1014,1
"Kunst 1 Zeichenblock DIN A3, 1 Deckfarbenkasten, Borstenpinsel und",1014,1
Kunst Die Hefte oder Mappen können weitergeführt werden!,0,0
Kunst  1 Zeichenblock A3 und A4,1062,1
Kunst:,0,0
L I S A    M U S T E R,0,0
Lappen,0,0
Latein,0,0
Lehrerin	gekauft.,0,0
Lehrkraft ausgeteilt. Notenzeilenhefte können verwendet werden.,0,0
Liebe Eltern der zukünftigen 2. Klässler!,0,0
"Liebe Eltern,",0,0
Lila1      1 Im Schnellhefter kariertes oder liniertes Papier mit Rand,0,0
Lila1     1 Im Schnellhefter kariertes oder liniertes Papier mit Rand,0,0
"Lila1    1  1 Schere, Klebestift, Holzmalstifte",0,0
Lila1 1     1,0,0
"Lineal 15 cm lang, durchsichtig (aus festem Material,",1038,1
Lineatur 27),1044,1
Lineatur 7.,1002,1
Liniert mit Rand (25),1042,1
Linksha ̈nder),0,0
"Linkshänderschere,	sowie	eine	abgerundete	Spitze	achten),",1034,1
Lutherbibel,0,0
Malerkittel	(z.B.	altes	Hemd),0,0
"Malkasten mit 12 Farben, Synthetikhaarpinsel rund Größe 6+12,",0,0
Malkittel	oder	altes	Hemd,0,0
Malkittel (z.B. altes Herrenhemd etc.),0,0
"Mallappen, 1 Schnellhefter, Karton oder Box zur Aufbewahrung",0,0
Mappe für fertige Kunstwerke,0,0
Material (auch eine DIN A3 Zeichenplatte),1014,1
Material selbst bekannt geben.,0,0
Materialgeld: 15 €,0,0
Materialgeld: 20 €,0,0
Materialien: Materialien:,0,0
Materialliste	Klasse	1,0,0
Materialliste	der	Klassen	1a/1b/1c,0,0
Materialliste	für	das	1.	Schuljahr,0,0
Materialliste 5. Klasse,0,0
Materialliste Jahrgangsstufe 10,0,0
Materialliste Jahrgangsstufe 11,0,0
Materialliste Jahrgangsstufe 5,0,0
Materialliste Jahrgangsstufe 7,0,0
Materialliste Klasse 1 für das Schuljahr 2026/2027,0,0
Materialliste Klasse 2,0,0
Materialliste Klasse 2 Regelbereich Schuljahr 2025/26,0,0
Materialliste Klasse 5,0,0
Materialliste Klasse 7,0,0
Materialliste für Klasse 10 – Schuljahr 2024-2025,0,0
Materialliste für Klasse 2,0,0
"Materialliste für Klasse 2  Gut erhaltene Materialien aus diesem Schuljahr (z.B. Schnellhe7er, Umschläge, Wasserfarben, …) können gerne weiterverwendet werden.  BiEe alle Materialien mit Namen beschri7en!  Deutsch  o 1 roter Schnellhe7er (mit Klarsichthülle) o 1 orangener Schnellhe7er (mit Klarsichthülle) o 1 DIN A4 He7 (doppelt – 32 BlaE) mit Lineatur 2 ohne Rand mit rotem Umschlag o 1 DIN A4 Geschichtenhe7 mit Lineatur 2G mit orangenem Umschlag  BiEe achten Sie darauf, dass die Lineatur der Deutschhe7e farbig hinterlegt ist.  Mathema,k o 1 blauer Schnellhe7er  o 1 gelber Schnellhe7er (mit Klarsichthülle)  o 1 DIN A4 He7 kariert Nr. 7 mit hellblauem Umschlag  Sachunterricht – Musik – Kunst – Sport o 1 grüner Schnellhe7er (mit Klarsichthülle) o 1 weißer Schnellhe7er für Musik o 1 Zeichenblock DIN A3 (Block bleibt im Klassenzimmer) o Sportkleidung: T-Shirt, Hose lang/kurz, Hallenschuhe – keine Turnschläppchen, ggf. Haargummi (BiEe alles zum ersten Sportunterricht mitbringen) Im 2. Schuljahr ﬁndet Schwimmunterricht staE. Ihr Kind braucht dazu Schwimmkleidung (Badeanzug oder Badehose, Handtuch, Schwimmbrille wer möchte).  Sons,ges o 1 DIN A4 He7 mit lilafarbenem Umschlag für Religion (bleibt im Klassenzimmer) o Mäppchen mit 2 Bleis_7en, Radierer, Spitzer, Bunts_7en und kleines Lineal o 1 non-permanent Foliens_7 in schwarz mit Schwämmchen o Schere und Klebs_7 o Hausschuhe",1021,1
Materialliste für Klasse 6 – Schuljahr 2026-2027,0,0
Materialliste für Klasse 7 – Schuljahr 2026-2027,0,0
Materialliste für Klasse 8 – Schuljahr 2024-2025,0,0
Materialliste für das 1. Schuljahr,0,0
Materialliste für die 1. Klassen,0,0
Materialliste für die 2. Klasse - Schuljahr 2025/26,0,0
Materialliste für die 2. Klassen               Schuljahr 2025/26,0,0
Materialliste für die 3. Klassen im Schuljahr 2025/26,0,0
Materialliste für die 4. Klasse,0,0
Materialliste für die 5. Klasse,0,0
Materiallisten für die 6. Klasse,0,0
Materiallisten für die 8. Klasse,0,0
Mathe,0,0
"Mathe 1	DIN	A4,	Rechenheft	Nr.7",0,0
Mathe 2x Heft DIN A4 kariert mit Rand,1043,2
Mathe heute,0,0
Mathe:,0,0
Mathematik,1001,1
"Mathematik 3 Hefte DIN A4 (kariert, Doppelrand)",1045,1
Mathematik Die Hefte oder Mappen können weitergeführt werden!,0,0
Mathematik orange,1001,1
"Mi%eilungshe,",0,0
Mittelschule Schmidgaden,0,0
Musik,0,0
Musik 1	oranger	Schnellhefter	aus	Pappe,0,0
Musik grau,0,0
Musiktheorieheft wieder mitbringen. Notenzeilenpapier wird von der,0,0
Mäppchen,0,0
Mäppchen	und	Inhalt:,0,0
"Mäppchen mit Füller oder  ähnlich geeignetem  Schreibstift, Bleistift, Spitzer,",0,0
"Mäppchen mit Füller oder ähnlich geeignetem Schreibstift, Bleistift, Spitzer,",0,0
"Mäppchen mit Füller oder ähnlich geeignetem Schreibstift, Bleistift, Spitzer, Radiergummi,",0,0
Mäppchen mit folgendem Inhalt: Mäppchen mit folgendem Inhalt:,0,0
Mäppchen:,0,0
"Mäppchen?), 1 schwarzer Fineliner, 1 standfester Malbecher (kein",1044,1
"NT 1 Hefte DIN A4 (kariert, Doppelrand)",0,0
NT 1x Heft DIN A4 liniert mit Rand,1042,1
NT Die Hefte oder Mappen können weitergeführt werden!,0,0
Namen Ihres Kindes!!!,0,0
Namen.,0,0
Neubearbeitung: Lateinisch-deutsches Schulwörterbuch ISBN-13: 978-,0,0
Notenheft DIN,0,0
NuT,0,0
NuT Biologie,0,0
"Nur da, wo etwas fehlt oder nicht mehr funktionsfähig ist, sollten Sie bitte nachbessern",0,0
"Orange1  1    1 Geodreieck, Schere, Klebestift, Buntstifte",1005,1
"Orange1 1     1 Im Schnellhefter kariertes Papier mit Rand; Schere, Klebestift,",0,0
PELIKAN  mit großer  Tube Deckweiß,1058,1
Paket Deutsch 1 in Grundschrift,0,0
Papp-,0,0
Physik,0,0
"Physik - Orange1  1   1 Geodreieck, Schere, Klebestift, Buntstifte",0,0
"Pink1 1     Schere, Klebestift, Holzmalstifte",0,0
Pinselset	(Borsten	+	Haarpinsel),1047,1
Plastikumhüllung um jeden Stift,0,0
Politik und,0,0
Postmappe DIN A4 (Eckspanner),1050,1
Postmappe DIN A4 (Eckspanner) + Hausaufgabenheft,0,0
RS NGD – Materialliste für Klasse 10,0,0
RS NGD – Materialliste für Klasse 6,0,0
RS NGD – Materialliste für Klasse 7,0,0
RS NGD – Materialliste für Klasse 8,0,0
Radiergummi,1006,1
"Radiergummi, Schere, Holzbuntstifte, Klebestift, Ge odreieck  sowie einem",0,0
"Radiergummi, Schere, Holzbuntstifte, Klebestift, Geodreieck. Bitte immer wieder",0,0
Rand,1001,1
Rand (Lineatur 27),1002,1
Rand),1001,1
Religion,0,0
Religion / Ethik:,0,0
Religion 1	weißer	Schnellhefter	aus	Pappe,0,0
Religion 1 Schnellhefter weiß,1046,1
Religion 1x braunen Schnellhefter,0,0
Religion Die Hefte oder Mappen können weitergeführt werden!,0,0
Religion Ev,0,0
Religion K,0,0
Religion K - Lila1    1 1 Schere; Klebestift; Holzmalstifte,0,0
Religion ev.,0,0
Religion ev. lila DIN A4 (kariert,1055,1
Religion rk lila DIN A4 (kariert,1055,1
Reservematerial:,0,0
Ringbuchordner,0,0
Ringbuchordner  mit Trennblättern für jedes Fach,0,0
"Rot1    2  1 Deutschbuch 5 - Arbeitsheft mit interaktiven Übungen, ISBN 978-3-06-",0,0
"Rot1    2  1 Deutschbuch 7 - Arbeitsheft mit interaktiven Übungen, ISBN 978-3-06-",0,0
Rot1    2 1,0,0
Sachunterricht 1	grüner	Schnellhefter	aus	Pappe,0,0
"Sachunterricht,	Musik,	Religion",0,0
Sammelbestellung am Schuljahresanfang.,0,0
Sammelmappe	A4	Eckspanner	(Farbe	frei	wählbar),0,0
Sammelmappe A3 (ausgeleert),0,0
"Schere,	Kleber	und	Filzstifte	können	in	einem	anderen	Mäppchen	(z.B.",0,0
"Schere, Holzbuntstifte, Klebestift, Geodreieck. Bitte immer wieder auf Vollständigkeit",0,0
"Schere, Klebestift, Geodreieck",0,0
Schlampermäppchen gefüllt: 1 Bastelschere (spitz),0,0
Schlampermäppchen mit folgendem Inhalt: Schlampermäppchen mit folgendem Inhalt:,0,0
Schlampermäppchen:,0,0
Schnellhefter,1015,1
Schnellhefter DIN A4:,1015,1
Schnellhefter aus Klasse 6 mit kariertem Papier und das blaue,0,0
Schnellhefter  1 rot (Deutsch),1016,1
Schnellhefter:,1015,1
Schnellhefter: Bitte heften Sie in jeden Schnellhefter eine Klarsichthülle.,0,0
"Schreibblock	DIN	A4,	Lineatur	Kl.1,	farbig	hinterlegt	(z.B.	Kieser	Block	01)",1002,1
"Schreibblock DIN A4, Lineatur 2 (z.B. Kieser-Block 02)",1002,1
"Schreibhefte in Lineatur 1), können diese gerne weiter genutzt werden.",1034,1
Schulbeginn nach jeden Ferien.,0,0
Schule angeschaﬀt) mit. Danke!,0,0
Schuljahr	2025/2026Mappen:,0,0
Schuljahr 2024/2025,0,0
Schuljahr 2026/2027,0,0
Schuljahres mit dem Fachlehrer):,0,0
Schuljahresbeginn über,0,0
Schuljahresbeginn über die,0,0
Schulstraße 1,0,0
Schwarz1    1 1 Vokabelheft oder Karteikarten,1040,1
"Schwarz1    1 1 Vokabelheft oder Karteikarten; Encuentros Hoy, Cuaderno de ejercicios mit",1040,1
Schwarz1   1   Alternativ: Ordner/Schnellhefter,0,0
"Schwarz1   1   Schere, Klebestift, Farbstifte, Geodreieck",0,0
"Schwarze Filzstifte (einer dick, einer",0,0
Schwimmen Tasche	mit	Badehose/Badeanzug	und	Handtuch,0,0
"Schöne, erholsame Ferien und herzliche Grüße",0,0
Schülerbuch 1,0,0
"Sehr geehrte Eltern,",0,0
Seite	1	von	2,0,0
Seite	2	von	2,0,0
"Seitenmarker/Ha,no4zze%el (klein)",0,0
Selberschreiben Bd. 2 ISBN 978-3-06-122186-7,0,0
Selbstverständlich kann vorhandenes,0,0
Sie nur nach Bedarf neu kaufen (bitte aber neu beschriften und bei den Schnellheftern die,0,0
Sohle,0,0
"Sohle,	am	besten	Klettverschluss)",0,0
Sollten Materialien schon aus dem 1. Schuljahr vorhanden sein (auch,0,0
Sonstiges,0,0
Sonstiges:,0,0
Sonstiges: 1 Hausaufgabenheft + Umschlag transparent,1062,1
Soziales Schürze,0,0
Spanisch,0,0
Sport,0,0
"Sport         Hallenschuhe, Sporthose und",0,0
Sport   angemessene Sportkleidung,0,0
"Sport Sporttasche	mit	Sporthose,	T-Shirt	und	Turnschuhe	mit	abriebfester",0,0
Sport:,0,0
Sportbekleidung	(Hose	+	T-Shirt),0,0
Sportbeutel gefüllt: Hallenturnschuhe (im Sommer auch Outdoor-Sportschuhe),0,0
Sportbeutel mit folgendem Inhalt:,0,0
"Sporthose,    T-Shirt,    feste",0,0
Sportkleidung,0,0
Sportzeug:,0,0
Stadion,0,0
"Synthetikhaarpinsel flach Größe 6+12, Alleskleber (z.B. UHU), Klebestift,",0,0
"Synthetikhaarpinsel rund Größe 6+12, Synthetikhaarpinsel flach Größe 6+12,",0,0
T-Shirt,0,0
Tabelle haben.,0,0
Technik,0,0
Technik 1 lila Schnellhefter,1055,1
Technik 8. Klasse:,0,0
Tel. 09435/2546,0,0
Textmarker gelb radierbar (z. B. PILOT Frixion),1053,1
"Textmarker.  Bitte immer wieder auf Vollständigkeit überprüfen,  vor allem auch zu",0,0
"Thema aussuchen, z.B. Lesetraining für Pferdefans, Lesetraining für Krimifans …",0,0
Tischset	(abwaschbar)	als	Mal-	und	Kentunterlage	(min.	DIN	A3	groß),1014,1
Transparent1,0,0
Trinkflasche und Brotdose,0,0
Turnbeutel,0,0
Turnbeutel (beschriftet) mit folgendem Inhalt: Turnbeutel (beschriftet) mit folgendem Inhalt:,0,0
Turnbeutel mit Turnkleidung,0,0
"Turnbeutel mit Turnschuhen, Turnhosen und T-Shirt",0,0
Turnhose,0,0
Turnhose / Radler,0,0
Turnhose und T-Shirt,0,0
Turnsachen mit dem Namen Ihres Namen Ihres,0,0
Turnschläppchen),0,0
"Turnschuhe	mit	heller	Sohle	(Bitte	Schuhe	besorgen,	die	ihr	Kind	selbstständig",0,0
Turnschuhe (helle Sohle),0,0
Turnschuhe kaufen.),0,0
Turnschuhe mit abriebfester (oder,0,0
Turnschuhe mit heller Sohle,0,0
Turntasche,0,0
Umschlag (orange),1021,1
Umschlag!) zur Abgabe für,0,0
Umschlag: lila DIN A4,1021,1
Umschlagfarbe Heft Schnellhefter Arbeitsheft sonstige Materialien,0,0
Umschläge und beschriften Sie diese in Druckschrift.,0,0
Umschlägen einzubinden.,0,0
Versehen Sie bitte ALLE ALLE Materialien,0,0
Versehen Sie ebenso alle Arbeitshefte auf dem Umschlag vorn mit dem Namen,0,0
Viele Grüße,0,0
Viele Sachen werden gleich zu Anfang eingesammelt und bleiben in der Schule.,0,0
Vielen	Dank!,0,0
Vielen Dank! Vielen Dank!,0,0
Vokabelheft oder Karteikarten; A plus nouvelle édition Band 2 Carnet,1045,1
Vokabelheft; weitere Nutzung des Schnellhefters; Kaufempfehlungen,0,0
Vokabelkartei,1013,1
Vom Wort zum Text - Anfangslesen,0,0
WBS,0,0
WG Die Hefte oder Mappen können weitergeführt werden!,0,0
WG Material wird von Lehrkraft besorgt.,0,0
"Wachsmals4,e",0,0
Wachsmalstifte,0,0
Wachsmalstifte	(z.B.	Jaxonkreide	12	Stück),0,0
"Wahl möglich, einige karierte Blätter",1013,1
Wasserbecher,0,0
Wasserbehälter	(eventuell	zum	Befestigen),0,0
Wasserbehälter (kein Glas),0,0
Wasserfarbenkasten,0,0
Weitere Arbeitsmaterialien:,0,0
Weitere Materialien:,0,0
Weiteres Material – wie in Klasse 1,0,0
Weiß1      1,0,0
Weiß1     1 Schnellhefter oder Ordner,0,0
Weiß1 1    1,0,0
"Westermann-Verlag, ISBN 978-3-14-105591-7       7,95 €",0,0
"Westermann-Verlag, ISBN 978-3-14-105601-3        22,95 €",0,0
"Westermann-Verlag, ISBN 978-3-14-105611-2         9,95 €",0,0
"WiB 1 Heft A4 (kariert, Doppelrand)",0,0
WiB 1x Heft DIN A4 liniert mit Rand,1042,1
WiB Die Hefte oder Mappen können weitergeführt werden!,0,0
WiK Die Hefte oder Mappen können weitergeführt werden!,0,0
"Wichtig! Bitte prüft, was vom Vorjahr noch brauchbar ist. Nicht alles muss",0,0
Wichtig: Bitte achten Sie beim Kauf der Hefte und Blöcke auf die Lineatur der Klasse 3 (Lin 3),1036,1
Wir benötigen:,0,0
Wir freuen uns auf das kommende Schuljahr mit dir und wünschen dir und deiner Familie,0,0
Wir freuen uns auf eine gute Zusammenarbeit!,0,0
Wir wünschen Ihrem Kind und Ihnen einen schönen Sommer und einen guten Schulanfang!,0,0
Wirtschaft 1 Schnellhefter,1015,1
Wirtschaft&Recht,0,0
Workbook mit Audios Klasse 10 ISBN 978-3-12-803065-4,0,0
Ziffernschreibkurs 1” (Klett Verlag,0,0
abgerundete Bastelschere,1020,1
abheften),0,0
"abwischbarer	Folienstift	(non-permanent,	M,	schwarz)",1054,1
"anbei die Materialliste, die bis zur 2. Schulwoche besorgt werden sollten. Am ersten Schultag benötigt Ihr",0,0
anziehen	kann),0,0
"auf Vollständigkeit überprüfen, vor allem auch zu Schulbeginn nach jeden Ferien.",0,0
bald ist es soweit – Ihre Kinder werden eingeschult! Damit der Schulstart gelingt und alle Kinder,1038,1
benutzt werden.,0,0
benötigten Materialien,0,0
beschafft (siehe Schulbuchliste).,0,0
"beschri,et abgeben)",0,0
besorgen:,0,0
bestellen. Der Schulplaner (Hausaufgabenheft) wird von der GS Bakede,0,0
bitte auf dem Namensfeld (falls,0,0
"bitte beschriften Sie ALLE Materialien (auch Stifte, Sportbeutel,...) bereits mit dem Namen Ihres",0,0
blauer Tintenroller zum Radieren (z.B. Frixion Ball),0,0
bzw. auffüllen. Bitte beschriften Sie alle Teile mit dem Namen Ihres Kindes.,0,0
ca.	12	dicke	Holzfarben,0,0
"ca. 15-20 Blättern DIN A 4, liniert mit",1042,1
"ca. 15-20 Blättern DIN A4, liniert mit",1042,1
"chen, Jacken, Hausschuhe …) gut lesbar mit Namen.",0,0
d'activités ISBN 978-3-464-24739-6; Meine Grammatik zum,0,0
d'activités ISBN 978-3-464-24743-3,0,0
dass auf ALLEN Dingen der NAME Ihres Kindes steht!,0,0
"deiner Klasse. Außerdem wäre es sehr hilfreich, die Hefte bereits mit den entsprechenden",0,0
dem	Namen	versehen	werden.,0,0
der Schule?,0,0
der oberen rechten Ecke!,0,0
dicke	Buntstifte,1005,1
dicke	Holzbuntstifte	(am	besten	Dreiecksform	mit	Griffhilfe),0,0
dicke Stifte),0,0
die Kinder können und sollten die Materialien aus dem 1. Schuljahr weiter benutzen.,0,0
dreikantige Wachsmalstifte (8 Stück) ohne,0,0
durch die Eltern erfolgen und später an das Kind übergeben werden.),0,0
dünn schreibend),0,0
dünne	Stifte.Sonstiges:,0,0
ebensolche Haarpinsel,1047,1
ein Paar Ersatz-Socken,0,0
einem kleinen Schuhkarton mitbringen.,1059,1
einer	Kinderschere,0,0
eines einsprachigen Wörterbuches; Workbook Green Line 6. Ausgabe Bayern.,1038,1
"erhaltenen Materialien aus der 1. Klasse können weiter genutzt werden, auch die",0,0
etc.) können selbstverständlich wiederverwendet werden.,0,0
evtl. neu mit Namen,0,0
für	dicke,0,0
"für 8,25 €  transparenter Umschlag",1062,1
für Arbeitsmaterialien und das gemeinsame Hausaufga benheft für Arbeitsmaterialien und das gemeinsame Hausaufgabenheft (wird von der,0,0
ggf.	Haargummi,0,0
"grau (Lernzielkontrolle), orange (Religion/Praktische Philosophie), schwarz, gelb",1053,1
greifend,0,0
haben.,0,0
iPad-Klassen:,0,0
in einer Klarsichthülle mit in die Schule.,0,0
informieren zu,0,0
ist erfolgversprechender für Ihre Kinder und letztendlich kaufen Sie dadurch auch günstiger.,0,0
ja Deutschbuch,0,0
ja Herlitz A4,1060,1
ja ab Klasse,1001,1
je	einen,0,0
je nach Grundschule wie gewohnt.,0,0
kariert,1001,1
kariert mit Rand,1041,1
karierten Blättern,1013,1
kein	Flüssigkleber),0,0
keine Filzstifte!,0,0
"klappbares Periodensystem der Elemente, Oldenburg Verlag ISBN 978-3-7627-",0,0
kleines	Lineal	(15	cm),1038,1
"kleines Lineal, 1 Radiergummi, 1 Geodreieck, Fineliner (schwarz und 2 weitere",1054,1
kleines Schwa ̈mmchen/Lappen/Spültuch,0,0
kontrollieren/ säubern und,0,0
"kurzes, durchsichtiges Lineal",1038,1
langen Haaren),0,0
linierten Blättern,1036,1
mit,0,0
mit Rand),0,0
mit Rand) ja  Diercke 2 Weltatlas,0,0
mit karierten Blättern,1013,1
mitbringen),0,0
mitbringen.,0,0
neu angeschafft werden.,0,0
"neu, Buchner Verlag, ISBN 978-3-661-41017-3",0,0
nicht biegsam),0,0
nicht farbig),0,0
noch in Ordnung sind.,0,0
notwendig für gebundenen Ganztag),0,0
"o Sportshirt, Sporthose, möglichst hochwertige Turnschuhe mit heller Sohle",0,0
oder kariertem Collegeblock,1013,1
"pinsel	(dünn,	mittel,	dick)",0,0
"rechts oben, um beim Austeilen ein",0,0
"rot (Diktat), grün (Sachunterricht), weiß (Religion), grau (Freies Schreiben), lila (Lernwörter)",1016,1
schnelles Zuordnen zu ermöglichen.,0,0
schwarz),1054,1
"schwarz), 1 Textmarker (egal welche Farbe), 1 Zirkel",1054,1
schwarzer Filzstift (Stabilo pen 68),0,0
schöne Ferien!,0,0
sichtbar	mit	dem	Namen	Ihres	Kindes.,0,0
"sofort gut mitarbeiten können, müssten Sie noch folgende Materialien bis zum Schulstart",0,0
sowie auf die passende Kästchengröße der karierten Hefte (kein Großkaro).,1040,1
stets 2 Päckchen Papiertaschentücher im Schulranzen,0,0
und,1040,1
und	einem	Anspitzer	mit	Behälter,0,0
und Hausheft),1002,1
und den Einband bitte nicht am Buchdeckel festkleben.,0,0
und freue mich auf das neue Schuljahr!,0,0
und gelocht),0,0
und transparent,1011,1
unterschrieben,0,0
"verschiedene Stärken, Becher, Schwamm, Malerkittel, Schuhkarton",1059,1
verschließbaren Mäppchen mit Beschriftung von Name und Klasse.,0,0
versehen!,0,0
vom letzten Jahr weiterverwenden.,0,0
vorhanden) oder auf der Vorderseite,0,0
weitere Materialien,0,0
weiteres Material nach Ansage der Lehrkraft; Material in kleinem,0,0
"weiterführen, aber bitte",0,0
"weitergeführt werden (DIN A4,",1021,1
weißem Rand),1037,1
"weißer) Sohle (keine Schla ̈ppchen),",0,0
"wichtige Elternbriefe, Klassenarbeiten usw. darin aufzubewahren. Eine",0,0
"wir Sie bitten, möglichst umweltfreundliche Produkte für den täglichen Schulbedarf zu kaufen.",0,0
wir freuen uns auf eine gute Zusammenarbeit!,0,0
wird in der ersten Musikstunde von der Lehrkraft ausgeteilt (6 €,0,0
woran du sie wiedererkennst.,0,0
zwei	Klebestiften,0,0
Ölkreiden 12 Farben (z.B. Jaxon),0,0
übernommen werden (Keine Hefte! Neue Lineatur!).,0,0
"überprüfen, vor allem auch zu Schulbeginn nach jeden Ferien.",0,0
“Mein Anoki-Übungsheft -,0,0
„Schlampermäppchen“),0,0
• 1 Arbeitsheft: Rechtschreiben 4 – Das Selbstlernheft –,0,0
• 1 DIN A4 Heft blanko mit durchsichtigem Umschlag (Alles-Heft),1057,1
• 1 Kieserblock DIN A4 (Lineatur 4. Klasse),1002,1
• 1 Kieserblock DIN A4 kariert (Kleinkaro) mit Randlinien innen und außen,1002,1
"• 1 Rechenheft DINA4, Lineatur 26",0,0
