"raw_line","product","amount"
"1 Schreibheft Lineatur Nr 2 DIN A4","1002","1"
"1 roter Umschlag Beschriftung Geschichtenheft DIN A4","1021","1"
"1 roter Schnellhefter Beschriftung Deutsch DIN A4","1015","1"
"1 orangefarbener Schnellhefter Beschriftung Wörter der Woche DIN A4","1016","1"
"1 grüner Schnellhefter Beschriftung Mathe DIN A4","1015","1"
"1 dunkelblauer Schnellhefter Beschriftung Sachunterricht DIN A4","1015","1"
"1 lilafarbener Schnellhefter Beschriftung Musik DIN A4","1015","1"
"1 brauner Schnellhefter Beschriftung Religion DIN A4","1015","1"
"1 schwarzer Schnellhefter Beschriftung Medien DIN A4","1015","1"
"Weiteres Material wie in Klasse 1","0","0"
"Zeichenblock DIN A3 Wasserfarben Haar und Borstenpinsel","1014","1"
"verschiedene Stärken Becher Schwamm Malerkittel Schuhkarton","1013","1"
"1 Eckspannmappe Eckspanner gelb Postmappe","1053","1"
"1 Folienstift wasserlöslich Gr M non permanent","0","0"
"1 Tuch fürs Vesper","0","0"
"2 dünne Bleistifte","1018","2"
"Klebestift","1066","1"
"Radiergummi","1006","1"
"Schere die gut schneidet","0","0"
"Dosenspitzer","0","0"
"Wachsmalstifte","1067","1"
"Sportausstattung Turnschuhe T Shirt Socken evtl Haargummi","0","0"
"Hausschuhe","0","0"
"RS NGD Materialliste für Klasse 7","0","0"
"Materialliste für Klasse 7 Schuljahr 2026 2027","1070","1"
"DIN A4 Heft Nr Lineatur 28 kariert ohne","0","0"
"Umschlag zur Abgabe für DIN A4","1021","1"
"2 Ring Ordner DIN A4","1072","2"
"DIN A4 Heft liniert mit Rand Lineatur","1042","1"
"1 Heft DIN A4 Lineatur 27","1044","1"
"Schul und Hausheft DIN A4","1002","1"
"1 Schnellhefter DIN A4","1015","1"
"DIN A4 Heft kariert mit Rand","1043","1"
"Schwarze Filzstifte einer dick einer","0","0"
"1 DIN A3 Block","1014","1"
"1 Schnellhefter dünnes Ringbuch oder ein DIN A4","1015","1"
"einige karierte Blätter","1064","1"
"Minenbleistifte 3er Set Stärke 0 35","0","0"
"0 5 0 7","1085","0"
"Geo Dreieck","1011","1"
"Mäppchen mit Füller oder ähnlich geeignetem Schreibstift Bleistift Spitzer","0","0"
"Radiergummi Schere Holzbuntstifte Klebestift Geodreieck Bitte immer wieder","0","0"
"auf Vollständigkeit überprüfen vor allem auch zu Schulbeginn nach jeden Ferien","0","0"
"Die Umschläge und Ordner für die einzelnen Fächer sollen die Farben wie in der DIN A4","1072","1"
"RS NGD Materialliste für Klasse 8","0","0"
"Materialliste für Klasse 8 Schuljahr 2024 2025","0","0"
"iPad Klassen","0","0"
"Schnellhefter Ringbuchordner mit Trennblättern für jedes Fach DIN A4","1015","1"
"1 Block DIN A4 liniert","1002","1"
"1 Block DIN A4 kariert","1080","1"
"Alles andere nach Absprache mit den jeweiligen Lehrer inenn","0","0"
"2 Schnellhefter DIN A4 mit linierten","1015","2"
"Blättern Lineatur 27 oder 2 Hefte DIN DIN A4","1044","1"
"1 Schul und Hausheft Lineatur 1 Regelheft DIN A4","0","0"
"20 Blatt kariertem Papier abgeheftet DIN A4","1080","20"
"oder kariertem Collegeblock","1013","1"
"DIN A4 Heft kariert mit Rand","1043","1"
"karierte Blätter mit Rand","1041","1"
"Ev tl ein Malhemd","0","0"
"Heft kariert mit Rand DIN A4","1043","1"
"DIN A4 Heft liniert mit Doppelr","1031","1"
"Schuljahresbeginn über die","0","0"
"benötigten Materialien","0","0"
"Materialliste Jahrgangsstufe 5","0","0"
"Gymnasium Trudering","0","0"
"Fächerüber","0","0"
"greifend","0","0"
"Kabelloser Kopfhörer","0","0"
"Eigene E Mailadresse zur Nutzung digitaler Lernangebote Die Verwaltung der E Mailadresse kann zunächst","0","0"
"durch die Eltern erfolgen und später an das Kind übergeben werden","0","0"
"Hausaufgabenheft nicht notwendig für gebundenen Ganztag DIN A4","1048","1"
"Eckspannmappe Postmappe DIN A4 Eckspanner","1049","1"
"1 schmaler Freiarbeits Ordner mit Register und karierten und linierten Seiten Farbe beliebig nicht DIN A4","1072","1"
"notwendig für gebundenen Ganztag","0","0"
"Hefte DIN A4","1001","1"
"Art Anzahl","0","0"
"Lineatur","1002","1"
"Fach Farbe","1015","1"
"Kariert mit Rand 26","1043","1"
"Kariert mit Doppelrand 28","1045","1"
"Kariert ohne Rand 22","1001","1"
"Liniert mit Rand 25","1042","1"
"Blanko ohne Rand 20","1056","1"
"Sonstiges","0","0"
"Rot1 Lineatur 2 1 Deutschbuch 5 Arbeitsheft mit interaktiven Übungen ISBN 978 3 06 DIN A5","1038","1"
"062788 2 ISBN unbedingt beachten","0","0"
"Grün1 Lineatur 1 1 DIN A5 Vokabelheft oder Karteikarten Workbook zu On Track 1 ISBN","1034","1"
"978 3 14 040821 9 Ausgabe Bayern","0","0"
"Dunkelblau1 2 1 Zirkel Geodreieck","0","0"
"NuT Biologie","0","0"
"Orange1 Lineatur 1 1 Im Schnellhefter kariertes Papier mit Rand Schere Klebestift DIN A4","1055","1"
"Holzmalstifte","0","0"
"Braun1 1 6 Holz Malstifte grün Braun blau rot gelb schwarz Schere","0","0"
"Klebestift Geodreieck","1011","1"
"Religion K","0","0"
"Lila1 1 1 Schere Klebestift Holzmalstifte","0","0"
"Religion Ev","0","0"
"Lila1 Lineatur 1 Im Schnellhefter kariertes oder liniertes Papier mit Rand DIN A4","1055","1"
"Lila1 1 1","0","0"
"Weiß1 1","0","0"
"20 karierte Blätter ohne Rand in einem weißen Schnellhefter Lineatur 1 Musikheft DIN A4","1017","20"
"wird in der ersten Musikstunde von der Lehrkraft ausgeteilt 6","0","0"
"mitbringen","0","0"
"transparent","1011","1"
"Malkasten mit 12 Farben Synthetikhaarpinsel rund Größe 6 12","0","0"
"Synthetikhaarpinsel flach Größe 6 12 Alleskleber z B UHU Klebestift","0","0"
"3 Bleistifte HB 2B 4B 1 Fineliner schwarz z B Stabilo Holzbuntstifte","1038","3"
"z B Faber Castell Spitzer Radiergummi ggf weiteres Material nach","0","0"
"Ansage der Lehrkraft Material in kleinem verschließbaren Mäppchen mit","0","0"
"Beschriftung von Name und Klasse keine Schuhkartons","1045","1"
"1 Umschlagfarbe Heftfarbe etc DIN A4","1016","1"
"Materialliste Jahrgangsstufe 11","0","0"
"Eigene E Mailadresse zur Nutzung digitaler Lernangebote","0","0"
"Eckspannmappe Postmappe DIN A4 Eckspanner Hausaufgabenheft","0","0"
"Rot1 2 1","0","0"
"Grün1 1 1 Zweisprachiges Wörterbuch Empfehlung Einsprachiges Wörterbuch","0","0"
"Latein","0","0"
"Hellblau1 Lineatur 1 1 Vokabelheft weitere Nutzung des Schnellhefters DIN A4","0","0"
"Gelb1 Lineatur 1 1 Vokabelheft oder Karteikarten D couvertes transparent Cahier d activit s ISBN DIN A4","0","0"
"978 3 12 521062 2","0","0"
"Spanisch","0","0"
"Schwarz1 Lineatur 1 1 Vokabelheft oder Karteikarten DIN A4","0","0"
"Dunkelblau1 2 1 Zirkel Geodreieck","0","0"
"Weiß1 1 1","0","0"
"Im Schnellhefter kariertes Papier mit Rand Schere Klebestift Holzmalstifte DIN A4","1046","1"
"klappbares Periodensystem der Elemente Oldenburg Verlag ISBN 978 3 7627","0","0"
"4190 9","0","0"
"Physik Orange1 1 1 Geodreieck Schere Klebestift Buntstifte","0","0"
"Informatik 1 1 USB Stick mind 8 gelb siehe oben","0","0"
"Braun1 Lineatur 1 Alternativ Ordner Schnellhefter 6 Holz Malstifte grün Braun blau rot DIN A4","1017","1"
"gelb schwarz Schere Klebestift Geodreieck","0","0"
"Wirtschaft Recht","0","0"
"Schwarz1 Lineatur 1 Alternativ Ordner Schnellhefter DIN A4","1054","1"
"Geschichte Grau1 1 1","0","0"
"Politik und","0","0"
"Gesellschaft 1 1","0","0"
"Religion K Lila1 1 1 Schere Klebestift Holzmalstifte","0","0"
"Lila1 Lineatur 1 Im Schnellhefter kariertes oder liniertes Papier mit Rand DIN A4","1055","1"
"Ethik Lila1 1 1","0","0"
"Weiß1 Lineatur 1 Schnellhefter oder Ordner DIN A4","1015","1"
"Synthetikhaarpinsel rund Größe 6 12 Synthetikhaarpinsel flach Größe 6 12","0","0"
"Alleskleber z B UHU Klebestift 3 Bleistifte HB 2B 4B 1 Fineliner schwarz","1038","1"
"z B Stabilo Holzbuntstifte z B Faber Castell Spitzer Radiergummi ggf","0","0"
"weiteres Material nach Ansage der Lehrkraft Material in kleinem","0","0"
"verschließbaren Mäppchen mit Beschriftung von Name und Klasse","0","0"
"Materialliste Jahrgangsstufe 10","0","0"
"Grün1 1 1","0","0"
"Anschaffung eines zweisprachigen Wörterbuches Empfehlung Anschaffung","0","0"
"eines einsprachigen Wörterbuches Workbook Green Line 6 Ausgabe Bayern","1031","1"
"Workbook mit Audios Klasse 10 ISBN 978 3 12 803065 4","0","0"
"Hellblau1 1 1","0","0"
"Vokabelheft weitere Nutzung des Schnellhefters Kaufempfehlungen DIN A4","1046","1"
"fakultativ Phase 6 digitaler Karteikasten Karteikarten Kasten Stowasser","1080","1"
"Neubearbeitung Lateinisch deutsches Schulwörterbuch ISBN 13 978","0","0"
"3637015494 wenn nicht schon in Klasse 9 geschehen","0","0"
"Gelb1 Lineatur 1 1 Vokabelheft oder Karteikarten A plus nouvelle dition Band 5 Carnet DIN A5","1034","1"
"d activit s ISBN 978 3 464 24743 3","0","0"
"Schwarz1 Lineatur 1 1 Vokabelheft oder Karteikarten Encuentros Hoy Cuaderno de ejercicios mit DIN A4","0","0"
"Audios online ISBN 978 3 06 121948 2","1044","1"
"Pink1 1 Schere Klebestift Holzmalstifte","0","0"
"Im Schnellhefter kariertes Papier mit Rand Schere Klebestift Holzmalstifte DIN A4","1046","1"
"Braun1 1 6 Holz Malstifte grün Braun blau rot gelb schwarz Schere Klebestift","0","0"
"Geodreieck","1011","1"
"Schwarz1 1 Schere Klebestift Farbstifte Geodreieck","0","0"
"Materialliste Jahrgangsstufe 7","0","0"
"Rot1 Lineatur 2 1 Deutschbuch 7 Arbeitsheft mit interaktiven Übungen ISBN 978 3 06 DIN A4","1044","1"
"062790 5 ISBN unbedingt beachten","0","0"
"Grün1 Lineatur 1 1 DIN A5 Vokabelheft oder Karteikarten On Track 3 Workbook Ausgabe","1034","1"
"Bayern ISBN 978 3 14 040823 3","0","0"
"Hellblau1 Lineatur 2 1 Vokabelheft oder Karteikarten Kasten fakultativ Campus Training 2 DIN A4","1044","1"
"neu Buchner Verlag ISBN 978 3 661 41017 3","0","0"
"Gelb1 1 1","0","0"
"Vokabelheft oder Karteikarten A plus nouvelle dition Band Lineatur 2 Carnet DIN A4","1044","1"
"d activit s ISBN 978 3 464 24739 6 Meine Grammatik zum","0","0"
"Selberschreiben Bd 2 ISBN 978 3 06 122186 7","0","0"
"NuT","0","0"
"Orange1 1 1 Geodreieck Schere Klebestift Buntstifte","0","0"
"Informatik 1 1 USB Stick 8 gelb siehe oben","0","0"
"Braun1 1 Holz Malstifte grün Braun blau rot gelb schwarz","0","0"
"Schere Klebestift Geodreieck","0","0"
"Grau1 1 1","0","0"
"1","1033","1"
"Schnellhefter aus Klasse Lineatur 6 mit kariertem Papier und das blaue DIN A4","1015","1"
"Musiktheorieheft wieder mitbringen Notenzeilenpapier wird von der DIN A4","1079","1"
"Lehrkraft ausgeteilt Notenzeilenhefte können verwendet werden DIN A4","1048","1"
"Grundschule Markt Schwaben 30 06 2025","0","0"
"Materialliste für die 1 Klassen","0","0"
"Im Schulranzen","0","0"
"Federmäppchen","1065","1"
"2 gespitzte Bleistifte dreikantig dünn HB bitte auf Qualität achten","0","0"
"2 Radiergummis","0","0"
"1 Lineal klein","1019","1"
"12 gespitzte Holzmalstifte","0","0"
"2 Tafelstifte weiß","0","0"
"1 Fineliner grün","1068","1"
"Schlampermäppchen","0","0"
"1 Schulschere abgerundet für Links bzw Rechtshänder","1038","1"
"2 Klebestifte nicht farbig kein Flüssigkleber","0","0"
"1 Dosenspitzer","0","0"
"Hefte Bitte keine Doppelhefte außer in Religion und Ethik DIN A4","1044","1"
"Deutsch","1002","1"
"2 Hefte DIN A5 liniert Lineatur 1 farbige Hintergründe Umschläge rot orange","1034","2"
"1 Heft DIN A4 ohne Lineatur Umschlag orange","1002","1"
"1 Geschichtenheft DIN A5 1G quer","1033","1"
"Mathe","0","0"
"1 Heft DIN A5 kariert Lineatur 7 Umschlag dunkelblau","0","0"
"1 Heft DIN A4 kariert Lineatur 7 Umschlag hellblau","0","0"
"Heimat und Sachunterricht","0","0"
"1 Heft DIN A4 liniert Lineatur 1 farbiger Hintergrund Umschlag dunkelgrün","0","0"
"Religion Ethik","0","0"
"1 Doppelheft DIN A4 Lineatur 1 farbiger Hintergrund Umschlag durchsichtig","1062","1"
"Arbeitshefte DIN A4","1001","1"
"Welt der Zahl Arbeitsheft Lineatur 1 ISBN 978 3 14 106311 0 DIN A4","1042","1"
"Die Auer Fibel Arbeitsheft Lineatur 1 ISBN 978 3 12 006683 5 Umschlag rosa DIN A4","1060","1"
"Die Auer Fibel Arbeitsheft Lineatur 1 Druckschrift ISBN 978 3 12 006685 9 DIN A5","1038","1"
"Umschlag lila DIN A4","0","0"
"Lies Mal Heft Lineatur 1 Das Heft mit der Ente DaZ ISBN 978 3 96081 224 1 DIN A4","0","0"
"Anoki Übungsheft Richtig rechnen Lineatur 1 ISBN 978 3 12 162084 5 DIN A5","1036","1"
"Bitte stecken Sie alle Arbeits Hefte in die zugehörigen DIN A4","1057","1"
"Umschläge und beschriften Sie diese in Druckschrift","0","0"
"L I S A M U S T E R","0","0"
"Weitere Arbeitsmaterialien","0","0"
"1 Sammelmappe DIN A4 rot","1049","1"
"1 Sammelmappe DIN A4 lila","0","0"
"1 Scolaflex Tafel Nr 2005 Lineatur 1 karierte Rückseite gerne gebraucht","1038","1"
"4 Schnellhefter DIN A4 rot dunkelblau dunkelgrün gelb","1016","4"
"Hausaufgabenheft besorgen wir als Sammelbestellung DIN A4","1046","1"
"Kunst","0","0"
"1 Schuhkarton o ä alle Materialien sollten hineinpassen nicht zu groß darin","1059","1"
"1 Malkasten mit Deckweiß 12 Farben reichen völlig aus bitte auf Qualität achten","0","0"
"1 Wasserbehälter auf Standfestigkeit achten kein Glas","0","0"
"2 Borstenpinsel Stärke 6 und 12 und 2 Haarpinsel Stärke 4 und 8","1010","2"
"1 Malschwamm Schwamm in der Dose","0","0"
"1 saugfähiger Mallappen kleines Schwammtuch in Tüte oder Dose","0","0"
"wasserfeste Wachsmalkreiden Jaxon","0","0"
"1 Sammelmappe DIN A3 darin","1096","1"
"1 Zeichenblock DIN A4","1032","1"
"Sport","0","0"
"feste Hallenturnschuhe helle Sohle","0","0"
"Sportkleidung","0","0"
"ab schulterlangem Haar Haargummi","0","0"
"Papiertaschentücher","0","0"
"Außerdem Hausschuhe mit Namen beschriften","0","0"
"stets 2 Päckchen Papiertaschentücher im Schulranzen","0","0"
"chen Jacken Hausschuhe gut lesbar mit Namen","0","0"
"Liebe Eltern","0","0"
"wir freuen uns auf eine gute Zusammenarbeit","0","0"
"Wir wünschen Ihrem Kind und Ihnen einen schönen Sommer und einen guten Schulanfang","0","0"
"Herzliche Grüße","0","0"
"Ihr Team der Erstklasslehrerinnen im Schuljahr 2025 2026","0","0"
"Alle Materialien sind in den örtlichen Geschäften","0","0"
"Schreibwarenladen Drogeriemarkt vorrätig","0","0"
"Bitte nutzen Sie diesen Service","0","0"
"Materialliste für die 2 Klassen Schuljahr 2025 26","0","0"
"Gut erhaltene Dinge aus der 1 Klasse können selbstverständlich weiterhin verwendet werden","0","0"
"Im Federmäppchen","1065","1"
"2 dünne Bleistifte HB auf Qualität achten","0","0"
"Holzfarbstifte gelb orange rot hautfarben hellblau dunkelblau lila hellgrün dunkelgrün braun schwarz","0","0"
"1 Radiergummi","1006","1"
"Im Schlampermäppchen","0","0"
"2 Klebestifte weiß","0","0"
"1 Schulschere abgerundet","0","0"
"1 Ersatzradiergummi","0","0"
"Im Malkarton","0","0"
"1 Malkasten 12 Farben auf Qualität achten","1097","1"
"1 Malbecher Marmeladenglas","0","0"
"3 Borstenpinsel Nr 3 Nr 6 und Nr 12","1010","3"
"Wachsmalkreiden","0","0"
"1 Mallappen kleines Tuch Schwammtuch o ä","0","0"
"1 schwarzer Filzstift z B Stabilo Pen 68 dicke abgerundete Spitze","0","0"
"Im Turnbeutel","0","0"
"Hallenturnschuhe helle Sohle","0","0"
"ab schulterlangem Haar Haargummis","0","0"
"Ersatzsocken","0","0"
"Arbeitshefte Im Buchladen oder Schreibwarengeschäft besorgen DIN A4","1057","1"
"Welt der Zahl Lineatur 2 Arbeitsheft ISBN 978 3 14 106312 7 DIN A4","1044","1"
"Richtig schreiben Lineatur 2 Arbeitsheft ISBN 978 3 96081 132 9 DIN A4","1042","1"
"Zahlenfuchs 2 ISBN 978 3 939965 34 3","0","0"
"Eckspannmappe Hefte Blöcke Mappen Umschläge DIN A4","1057","1"
"3 linierte Hefte DIN A4 Lineatur 2 Kontrasthintergrund Umschläge DIN A4 rot grün lila","1042","3"
"3 linierte Hefte DIN A5 Lineatur 2 Kontrasthintergrund Umschläge DIN A5 gelb rot orange","1035","3"
"2 karierte Hefte DIN A5 Lineatur 5 5mm ohne Rand Umschläge DIN A5 hellblau dunkelblau","1037","2"
"1 Blanco Heft DIN A4 Umschlag DIN A4 gelb","1001","1"
"1 Sammelmappe DIN A4 rot Hausaufgabenmappe","1050","1"
"1 Sammelmappe DIN A4 blau WG","0","0"
"Schnellhefter DIN A4 rot blau","1016","1"
"Das Hausaufgabenheft wird von der Klassenlehrkraft besorgt DIN A4","1031","1"
"Sonstiges","0","0"
"Hausschuhe mit Namen beschriftet","0","0"
"Bitte geben Sie Ihren Kindern alle Hefte und Arbeitshefte bereits am ersten Schultag mit DIN A4","1059","1"
"Ich bedanke mich für die vertrauensvolle Zusammenarbeit wünsche Ihnen allen eine erholsame Zeit","0","0"
"und freue mich auf das neue Schuljahr","1070","1"
"Wir benötigen","0","0"
"Schroedel Verlag Welt der Zahl Lineatur 3 Arbeitsheft Ausgabe 2022 Bayern DIN A4","1042","1"
"ISBN 978 3 14 106313 4 für 10 50 transparent Umschlag DIN A5","0","0"
"Westermann Zauberlehrling Richtig schreiben 3 Schulausgangsschrift Ausgabe 2014","1038","1"
"Bayern","0","0"
"ISBN 978 3 425 01312 1 für 11 95 transparent Umschlag DIN A5","0","0"
"Oldenbourg Schulbuchverlag Deutsch Stars 3 4 Lesetraining für","0","0"
"Thema aussuchen z B Lesetraining für Pferdefans Lesetraining für Krimifans","0","0"
"für 8 25 transparent Umschlag DIN A5","0","0"
"Wichtig Bitte achten Sie beim Kauf der Hefte und Blöcke auf die Lineatur der Klasse 3 Lineatur 3 DIN A4","0","0"
"sowie auf die passende Kästchengröße der karierten Hefte kein Großkaro DIN A4","1001","1"
"Für Deutsch Lineatur 3","1002","1"
"3 DIN A4 Hefte einfach liniert beidseitiger Rand Umschläge rot weiß und transparent","1042","3"
"1 Kieserblock DIN A4 liniert 03C","1002","1"
"1 roter Schnellhefter mit Lineatur 1 Klarsichthülle gelocht für das Deckblatt DIN A4","1016","1"
"Für Mathematik","1001","1"
"2 DIN A4 Hefte einfach kariert mit umlaufendem Rand Lineatur 40 Umschläge dunkelblau","0","0"
"und transparent","1011","1"
"1 Kieserblock DIN A4 kariert 15C","1001","1"
"1 blauer Schnellhefter mit Lineatur 1 Klarsichthülle gelocht für das Deckblatt DIN A4","1055","1"
"Für HSU Lineatur 3","1036","1"
"1 DIN A4 Heft doppelt liniert beidseitiger Rand Umschlag dunkelgrün","1002","1"
"1 dunkelgrüner Schnellhefter mit Lineatur 1 Klarsichthülle gelocht für das Deckblatt DIN A4","1055","1"
"Für Musik","1079","1"
"1 gelber Schnellhefter mit Lineatur 1 Klarsichthülle gelocht für das Deckblatt DIN A4","1055","1"
"Reservematerial","0","0"
"2 DIN A4 Hefte einfach liniert beidseitiger Rand","1002","2"
"1 DIN A4 Heft einfach kariert mit umlaufendem Rand","1059","1"
"1 Klebestift","1066","1"
"Tintenpatronen","1008","1"
"Materialliste für die 3 Klassen im Schuljahr 2025 26","0","0"
"Für Kunst Gut erhaltene Materialien aus der 2 Klasse können weiterverwendet werden","0","0"
"Zeichenblock DIN A3","1014","1"
"1 Eckspanner Sammelmappe für Kunstbilder DIN A3","1096","1"
"Schuhschachtel die nicht höher als 12 cm ist mit","0","0"
"aufgefüllter und sauberer Malkasten mit Deckweiß auf Qualität achten","0","0"
"Pinsel 3 Borstenpinsel z B Nr 4 12 16 3 Haarpinseln z B Nr 4 8 12","1010","1"
"Lappen zum Abtupfen der Pinsel und kleiner Schwamm in Dose","0","0"
"Tonpapierblock DIN A4 und 1 transparent","1062","1"
"wasserfeste Wachsmalkreiden Jaxon","0","0"
"1 Wasserbehälter auf Standfestigkeit achten Schraubverschluss","0","0"
"Kraut und Rübenheft Lineatur 1 DIN A4 Heft kariert ohne Umschlag","0","0"
"1 Eckspanner Sammelmappe DIN A4 Hausaufgabenmappe mit Dokumentenhülle","0","0"
"an zwei Seiten offen","0","0"
"1 Hausaufgabenheft DIN A5 mit Tageseinteilung","1070","1"
"Hausschuhe mit Namen beschriftet","0","0"
"Turnbeutel Namen Sportbekleidung Turnschuhe mit heller Sohle Haargummis bei","0","0"
"langen Haaren","1078","1"
"Allgemeine Grundausstattung","0","0"
"1 Füller mit Ersatzpatronen kein Tintenkiller","0","0"
"2 Bleistifte HB","1018","2"
"Holzfarbstifte gelb orange rot hellblau dunkelblau rosa lila hellgrün dunkelgrün braun","0","0"
"Fineliner schwarz grün dunkelblau und weitere selbst ausgesuchte Farben außer rot","1037","1"
"1 kleines Lineal 15cm 1 großes Lineal 30cm","1038","1"
"1 Geodreieck","1011","1"
"1 Radiergummi","1006","1"
"1 wasserlöslicher Folienstift Stärke F in schwarz oder blau","0","0"
"1 Textmarker gelb","0","0"
"1 dickeren schwarzen Filzstift z B Edding 3000","0","0"
"2 Klebestifte kein Flüssigkleber oder Farbkleber","0","0"
"Schere abgerundete Spitzen","0","0"
"kleiner Dosen spitzer","0","0"
"Hinweis","0","0"
"Bitte versehen Sie alle Materialien mit dem Vor und Nachnamen Ihres Kindes Hefte auf der DIN A4","1059","1"
"Innenseite Binden Sie die Hefte bereits mit den entsprechenden Umschlägen ein DIN A4","1079","1"
"Gut erhaltene Materialien aus der 2 Jahrgangsstufe können einfach in die 3 Klasse mit","0","0"
"übernommen werden Keine Hefte Neue Lineatur DIN A4","1002","1"
"Die Fachlehrer werden zu Beginn des neuen Schuljahres das für ihren Unterricht benötigte","0","0"
"Material selbst bekannt geben","0","0"
"Ihre LehrerInnen der dritten Klassen","0","0"
"Materialliste Klasse 2 Regelbereich Schuljahr 2025 26","0","0"
"Eckspannmappe Federmappe","1049","1"
"2 Bleistifte","1018","2"
"Buntstifte und Filzstifte","1032","1"
"1 Füller für Lernanfänger bzw 1 Stabilo Rollpen","0","0"
"Radiergummi","1006","1"
"1 Anspitzer mit Behälter","1018","1"
"1 kurzes Lineal","1091","1"
"2 Scheren abgerundet","0","0"
"2 Klebestifte bitte keinen Flüssigkleber","0","0"
"Hefte DIN A4","1001","1"
"2 Schreibhefte Nr Lineatur 2 DIN A4 mit rotem Umschlag","1031","2"
"1 Schreibheft Nr Lineatur 2 DIN A5 mit rotem Umschlag","1035","1"
"1 Geschichtenheft Nr 2G DIN A5 mit durchsichtigem Umschlag","1025","1"
"2 Mathehefte Nr Lineatur 7 DIN A4 mit blauem Umschlag","1023","2"
"Schnellhefter Lineatur 1 rot Deutsch DIN A4","1016","1"
"1 blau Mathematik","1001","1"
"1 grün Sachunterricht","0","0"
"1 gelb Musik","1079","1"
"Kunst 1 Zeichenblock DIN A3 und DIN A4","1032","1"
"1 Sammelmappe DIN A3 aus Pappe","1096","1"
"Wachsmaler besonders gut Jaxonkreide","0","0"
"Farbkasten mit 12 Deckfarben und Pinseln Borsten und Haarpinsel","0","0"
"1 Wasserbehälter","0","0"
"1 Malkittel z B altes T Shirt","0","0"
"Knete 6 Stangen im Plastikbehälter","0","0"
"1 Block DIN A4 und 1 Block DIN A3 Tonpapier bunt","1048","1"
"Das Papier wird gemeinsam gesammelt und muss nicht beschriftet werden","0","0"
"Bitte Farbkasten Pinsel Wasserbehälter Wachsmaler Knete und 1 Klebestift in","0","0"
"einem kleinen Schuhkarton mitbringen","1059","1"
"Turnschuhe helle Sohle T Shirt und kurze Hose im Turnbeutel","0","0"
"1 große Büroklammer für das Hausaufgabenheft DIN A4","1016","1"
"2x Hausschuhe","0","0"
"1 neues Passfoto für den Geburtstagskalender","0","0"
"Sollten Materialien schon aus dem 1 Schuljahr vorhanden sein auch","0","0"
"Schreibhefte in Lineatur 1 können diese gerne weiter genutzt werden DIN A4","0","0"
"Schnellhefter Hefter bitte vorher leeren DIN A4","1015","1"
"Bitte beschriften Sie ALLES mit dem Namen Ihres Kindes","0","0"
"Falken Grundschule Markt Schwaben","0","0"
"Materialliste für die 4 Klasse","0","0"
"Damit wir nächstes Jahr gleich loslegen können findest du hier alles was du brauchst","0","0"
"Gut erhaltene Sachen aus der dritten Klasse Umschläge Schnellhefter Kunstmaterial DIN A4","1016","1"
"etc können selbstverständlich wiederverwendet werden","0","0"
"3 Schreibhefte DIN A4 ohne Rand Lineatur 4 Klasse","1002","3"
"1 Schreibheft DIN A4 mit einseitigem Rand","1042","1"
"Umschläge 1x gelber Umschlag DIN A4","1021","1"
"2x durchsichtiger Umschlag DIN A4","1021","2"
"1x roter Umschlag DIN A4","1021","1"
"2 Reservehefte DIN A4 ohne Rand Lineatur 4 Klasse","1002","2"
"1 Schnellhefter rot DIN A4","1016","1"
"1 Kieserblock DIN A4 Lineatur 4 Klasse","1002","1"
"1 Arbeitsheft Rechtschreiben Lineatur 4 Das Selbstlernheft DIN A4","1042","1"
"ISBN 978 3 96081 054 4","0","0"
"3 Rechenhefte Kleinkaro DIN A4 mit umlaufenden Rand","1043","3"
"Umschläge 1x dunkelblauer Umschlag DIN A4","1021","1"
"1x hellblauer Umschlag DIN A4","1021","1"
"1x durchsichtiger Umschlag DIN A4","1021","1"
"1 Reserveheft DIN A4 mit umlaufenden Rand","1042","1"
"1 Schnellhefter blau DIN A4","1015","1"
"1 Kieserblock DIN A4 kariert Kleinkaro mit Randlinien innen und außen","1044","1"
"Arbeitsheft Welt der Zahl Lineatur 4 Bayern ISBN 978 3 507 04714 3 DIN A5","1038","1"
"HSU","0","0"
"1 Schreibheft DIN A4 ohne Rand Lineatur 4 Klasse","1002","1"
"1 Umschlag dunkelgrün DIN A4","1021","1"
"1 Schnellhefter dunkelgrün DIN A4","1015","1"
"Zeichenblock DIN A3","1014","1"
"Sammelmappe für Kunstbilder DIN A3","1096","1"
"Kunstkiste Schuhkarton","1013","1"
"aufgefüllter und sauberer Farbkasten mit Deckweiß","0","0"
"je 3 Haar und Borstenpinsel Nr 4 Nr 8 Nr 12","1010","1"
"1 standfester Becher","0","0"
"1 Lappen zum Abtupfen der Pinsel","0","0"
"1 Schwämmchen","0","0"
"Tonpapierblock","0","0"
"1 Packung Wachsmalkreiden","0","0"
"1 Schnellhefter lila DIN A4","1055","1"
"1 Schnellhefter orange DIN A4","0","0"
"2 durchsichtige Umschläge für die Arbeitshefte DIN A4","1060","2"
"1 DIN A4 Heft blanko mit durchsichtigem Umschlag Alles Heft","1057","1"
"1 Sammelmappe","0","0"
"Hausschuhe","0","0"
"Turnbeutel mit Sportzeug und Hallenschuhen weiße Sohle","0","0"
"Haargummis Pflaster zum Abkleben der Ohrringe","0","0"
"Federmäppchen","1065","1"
"Gespitzte Buntstifte 2 Bleistifte 1 Füller mit blauen Ersatzpatronen 1","0","0"
